Topic,Words,Frequency,Timestamp
10,"kanzler, scholz, kandidat, europawahl, spitzenkandidat",12,2024-06-01 20:34:17.142857216
11,"kandidieren, antreten, ausschließen, kandidat, iranisch",1,2024-06-01 20:34:17.142857216
12,"maria, dame, royal, fernsehen, helmut",10,2024-06-01 20:34:17.142857216
13,"art, biologisch, tier, labor, heimisch",4,2024-06-01 20:34:17.142857216
14,"apple, preisvergleich, app, tv, android",13,2024-06-01 20:34:17.142857216
15,"tiktok, us regierung, weitreichend, chinesisch, washington",3,2024-06-01 20:34:17.142857216
16,"merz, europäisch parlament, ursula leyen, europaparlament, parlament",11,2024-06-01 20:34:17.142857216
17,"em, kader, fußball, tor, bundestrainer",13,2024-06-01 20:34:17.142857216
18,"turbo, gewinn, auszahlen, geflüchtet, gewinner",8,2024-06-01 20:34:17.142857216
19,"forschen, gymnasium, jugend, messerattacke, rbb",8,2024-06-01 20:34:17.142857216
20,"roland, open, satz, court, italiener",16,2024-06-01 20:34:17.142857216
21,"arbeitsmarkt, arbeitgeber, beschäftigter, fachkraft, arbeitskraft",12,2024-06-01 20:34:17.142857216
22,"taiwan, peking, china, chinesisch, friedlich",7,2024-06-01 20:34:17.142857216
23,"dfb, tor, manuel, partie, schwung",6,2024-06-01 20:34:17.142857216
24,"strack, strack zimmermann, zimmermann, krah, vorsitz",12,2024-06-01 20:34:17.142857216
25,"tatort, schuß, ehefrau, festnehmen, messerattacke",13,2024-06-01 20:34:17.142857216
26,"mexiko, claudia, präsidentin, manuel, migrant",25,2024-06-01 20:34:17.142857216
27,"fonds, aktie, investor, versicherer, bund",15,2024-06-01 20:34:17.142857216
28,"drohne, flugzeug, boeing, flug, mission",7,2024-06-01 20:34:17.142857216
29,"konservative, großbritannien, parlamentswahl, britisch, konservativ",9,2024-06-01 20:34:17.142857216
30,"afghanistan, abschiebung, mannheim, islamistisch, polizist",21,2024-06-01 20:34:17.142857216
31,"amd, intel, lake, kern, prozessor",18,2024-06-01 20:34:17.142857216
32,"aktie, chemie, beschäftigter, bund, gewerkschaft",6,2024-06-01 20:34:17.142857216
33,"dieter, baum, berlin brandenburg, verlag, ukrainer",11,2024-06-01 20:34:17.142857216
34,"bildschirm, echtzeit, treffer, bahnhof, übertragen",1,2024-06-01 20:34:17.142857216
35,"song, musiker, trick, spruch, fan",2,2024-06-01 20:34:17.142857216
36,"tor, manuel, dfb, em, nationalmannschaft",7,2024-06-01 20:34:17.142857216
37,"real, real madrid, madrid, bvb, dortmund",14,2024-06-01 20:34:17.142857216
38,"südafrika, absolut mehrheit, absolut, mehrheit, parlamentswahl",11,2024-06-01 20:34:17.142857216
39,"brücke, tourismus, steuern, ersatz, portugal",2,2024-06-01 20:34:17.142857216
40,"pnn, potsdamer, kiez, kommunalwahl, stadtteil",6,2024-06-01 20:34:17.142857216
41,"anerkennung, opposition, irland, norwegen, abstimmung",2,2024-06-01 20:34:17.142857216
43,"kirche, evangelisch, erfurt, 40 000, ausdruck",6,2024-06-01 20:34:17.142857216
44,"strecke, bahn, zug, deutsch bahn, schwäbisch",9,2024-06-01 20:34:17.142857216
46,"microsoft, schweden, tech, hunderttausend, point",3,2024-06-01 20:34:17.142857216
47,"schmidt, strack zimmermann, strack, zimmermann, neustart",8,2024-06-01 20:34:17.142857216
48,"profil, expertin, führungskraft, archiv, kompetenz",7,2024-06-01 20:34:17.142857216
49,"insolvenz, reise, amtsgericht, haftbefehl, hannover",15,2024-06-01 20:34:17.142857216
50,"heil, rentner, schuld, schuldenbremse, hessen",5,2024-06-01 20:34:17.142857216
51,"indien, indisch, sitz, mehrheit, amtszeit",17,2024-06-01 20:34:17.142857216
52,"digital, rezept, elektronisch, digitalisierung, indikator",8,2024-06-01 20:34:17.142857216
53,"versicherung, hochwasser, süddeutschland, steuerzahler, überschwemmung",18,2024-06-01 20:34:17.142857216
54,"kriminelle, erpressen, adresse, archiv, kriminell",4,2024-06-01 20:34:17.142857216
55,"trainer, vincent, bochum, bayern münchen, city",3,2024-06-01 20:34:17.142857216
56,"cloud, workshop, lizenz, support, desktop",4,2024-06-01 20:34:17.142857216
57,"kabinett, spd grüne fdp, grüne fdp, streit, finanz",2,2024-06-01 20:34:17.142857216
58,"meisterschaft, olympisch spiel, dirk, olympisch, rekord",2,2024-06-01 20:34:17.142857216
59,"oberbürgermeister, potsdam, wichtig thema, kommunalwahl, potsdamer",4,2024-06-01 20:34:17.142857216
60,"verstorben, österreich, ernennung, friedrich merz, wien",4,2024-06-01 20:34:17.142857216
61,"day, john, robert, strand, landung",4,2024-06-01 20:34:17.142857216
62,"wolke, manfred, ddr, fotograf, schulz",5,2024-06-01 20:34:17.142857216
63,"müll, schicken, kim, provokation, grenze",5,2024-06-01 20:34:17.142857216
64,"steve, instrument, entdeckung, phänomen, strömen",3,2024-06-01 20:34:17.142857216
65,"formel, red, weltmeister, rennen, sekunde",3,2024-06-01 20:34:17.142857216
66,"senat, bezirk, umweltschutz, friedrichshain, natur",4,2024-06-01 20:34:17.142857216
67,"aufsichtsrat, hauptversammlung, sichten, pleite, nachfolge",5,2024-06-01 20:34:17.142857216
68,"jugend, wahlbeteiligung, klimawandel, ideologisch, for",2,2024-06-01 20:34:17.142857216
69,"verdammt, sängerin, lächerlich, schauspielerin, musik",3,2024-06-01 20:34:17.142857216
70,"zeitplan, flug, zuversichtlich, rakete, mitgliedstaat",2,2024-06-01 20:34:17.142857216
71,"leipziger, friedrich, straße, sperren, dreieck",2,2024-06-01 20:34:17.142857216
72,"flüssig, vorkommen, orientieren, speichern, sobald",1,2024-06-01 20:34:17.142857216
74,"kita, kitas, fachkraft, herkunft, studie zufolge",4,2024-06-01 20:34:17.142857216
75,"rückseite, mission, erde, chinesisch, landung",12,2024-06-01 20:34:17.142857216
76,"sammlung, 000 euro, stuttgarter, käufer, schenken",4,2024-06-01 20:34:17.142857216
77,"maier, ruhestand, freiheitlich, richter, grundgesetz",1,2024-06-01 20:34:17.142857216
78,"hans, glück, prinz, theater, felix",2,2024-06-01 20:34:17.142857216
79,"halbfinal, play, off, basketball, berliner",3,2024-06-01 20:34:17.142857216
80,"intelligenz, betrieb, künstliche intelligenz, künstliche, bildung",4,2024-06-01 20:34:17.142857216
81,"web, google, you, alternativ, zufrieden",1,2024-06-01 20:34:17.142857216
83,"malen, sprung, forscher, springen, wissenschaftler",2,2024-06-01 20:34:17.142857216
84,"walter, steinmeier, kassel, bundespräsident, mord",6,2024-06-01 20:34:17.142857216
87,"podcast, schröder, montag freitag, abonnieren, sauer",4,2024-06-01 20:34:17.142857216
88,"million us dollar, million us, strafbar, unterricht, kammer",3,2024-06-01 20:34:17.142857216
89,"angreifer, schwachstelle, ausführen, attacke, entwickler",2,2024-06-01 20:34:17.142857216
90,"bauer, katharina, 10 juni, partnerin, schauspielerin",3,2024-06-01 20:34:17.142857216
92,"security, workshop, tour, heise, stuttgart",1,2024-06-01 20:34:17.142857216
93,"pleite, insolvenz, reise, zulegen, gewinn",7,2024-06-01 20:34:17.142857216
94,"süd, tonne, zurücknehmen, niederlande, landgericht",5,2024-06-01 20:34:17.142857216
96,"cdu, point, attacke, einsehbar, verfassungsschutz",4,2024-06-01 20:34:17.142857216
97,"magdeburg, intel, fabrik, schulz, wirtschaftsminister",1,2024-06-01 20:34:17.142857216
98,"aktivist, wolfgang, akut, kampagne, initiative",4,2024-06-01 20:34:17.142857216
99,"ausgerichtet, demokratisch partei, alliance, tokio, ewig",1,2024-06-01 20:34:17.142857216
100,"to, and, the, with, are",5,2024-06-01 20:34:17.142857216
101,"australien, australisch, neuseeland, staatsbürgerschaft, voraussetzung",2,2024-06-01 20:34:17.142857216
102,"rauch, präsidentin, antisemitisch, universität, kai",4,2024-06-01 20:34:17.142857216
103,"alkohol, diagnose, verzögerung, jeder mal, behandlung",3,2024-06-01 20:34:17.142857216
104,"prinz, beschuldigter, heinrich, sachsen, durchsuchen",5,2024-06-01 20:34:17.142857216
105,"sponsor, düsseldorfer, selbstverständlichkeit, dortmund, rheinisch",2,2024-06-01 20:34:17.142857216
106,"kredit, sorgfältig, irreführend, mangelnd, bundesverband",1,2024-06-01 20:34:17.142857216
107,"lockern, verbrechen, organisiert, opposition, groß herausforderung",1,2024-06-01 20:34:17.142857216
108,"wissenschaftler, drohne, aufspüren, university of, herkömmlich",2,2024-06-01 20:34:17.142857216
109,"schreiben plattform, mutmaßlich täter, cdu politiker, soweit, innenministerin nancy",1,2024-06-01 20:34:17.142857216
110,"mischen, studie, mitunter, kreativ, derartig",1,2024-06-01 20:34:17.142857216
111,"feuerwehr, brand, feuer, ausgebildet, bitte",6,2024-06-01 20:34:17.142857216
112,"eisen, atelier, künstler, freilich, figur",3,2024-06-01 20:34:17.142857216
113,"hilfsorganisation, olympisch spiel, olympisch, le, prekär",2,2024-06-01 20:34:17.142857216
115,"green, lehrerin, nachhaltig, optimismus, stocken",2,2024-06-01 20:34:17.142857216
117,"werner, holprig, jens, bruder, portal",1,2024-06-01 20:34:17.142857216
118,"open, alexander, turnier, nochmal, graf",2,2024-06-01 20:34:17.142857216
